sentiment,selected_text
worry,Crappy day
worry,
worry,"tummy is hurting,"
anger," You are so paranoid ! Not everybody is a crook , you know . "
neutral,*is bad ****...He still is
fear,Both sisters looked alarmed at the thought of possible further deterioration . 
neutral,
neutral,sport-day with charlotte
neutral,
fear,A letter from my boyfriend began in such a way that I thought he was going to end our relationship. I was afraid of reading the rest.
neutral,
neutral, How often ? 
sadness,cramps;
neutral,Someone in UNITED STATES liked Eleminis http://tinyurl.com/dhlq5t
neutral,wonders when all of these end..
sadness," What's so terrible too , is the fools we've made of ourselves . "
anger,When the paramilitary was sent to the university and it started using tear gas and started intimidating the students without any provocation.
neutral,
worry,
neutral, By who ? 
anger,My parents do not like my friend and told me to stay away from him.
sadness,lost
neutral,"YAY! Thanks for the #followfriday. #FAILFriday is still winning, though."
fear,"On Christmas eve,1984, I had just finished the exams and was afraid as the results of one of my major subjects had been very unsatisfactory.  I thought that I had only a 50% chance of passing.  Even if I failed this subject I would not need to repeat.  However I liked this subject very much and my results were bad because of my lazyness.  If I was forced to change to a minor in this subject I would be very unwilling."
worry,"it gets hurt everyone is in pain,"
sadness,",  Best Holy Day wishes to you all"
neutral,You know what they say about great minds...
anger," But that ’ s not the only thing ... you know , he really doesn ’ t have the best work ethic , I ’ m constantly catching him on MSN and Facebook when he should be talking to clients . "
neutral,s to be cool
sadness,aw. wasn`**** sad?!
neutral,Good times.
fear,"I was physically assaulted and sexually abused about a year ago. Just the feeling that I might not get away intact, or even alive, produced fear."
anger,A drummer who had borrowed my drums destroyed both the drumskin and the sticks.  He did not repair them nor did he tell me about it.
neutral,
neutral,No... have to go on cruches next 2 weeks
neutral," But some women do shake hands . And now a lot of children have such good manners , they shake hands too . "
neutral, What scene ? 
worry,http://twitpic.com/4ws8w - Look who I brought home
worry,I`m so worried about my sister`s guinea pig. I hope Stalin makes it through tonight!  you can do it baby!!
neutral,flipping between the race and the nba playoffs.  Pulling for dale jr and `bron `bron....
sadness,"Recent break-up of seriors long-term relationship, helped along by would-be  in-laws."
worry,
fear,He felt a bit worried at this and started to question her . 
sadness,. I felt bad not sending him
sadness,"Last year, when I took the college entrance examinations I failed the FUVEST. It was for me the most frustrating situation because I had studied all year long, and only thought about this."
neutral,is looking forward to
fear,I was not prepared for the exam but I wanted to sleep the night before the exam.
sadness,so low? No
sadness,"just nothing perfect in life, darn it!"
neutral, Thanks . 
worry,Did you know its Star Wars Day today... May the 4th be with you!
anger,"I want to change rooms . In fact , I want a refund for tonight ! "
sadness,"The Denning family feel sad that , although Sharpness is still thriving , it 'll never be the busy port it once was . "
sadness,I missed the last tram home and had to walk in the pouring rain.
neutral,who sings `I Remember`? i alwaysss hear it on Radio 1 but never catch the artist
neutral,
neutral,Movie and popcorn time
anger,Joan is a thorough drag ! 
neutral,http://onoir.com try to go if you can. I tell everyone who goes to Montreal to check it out. Even people who live there
neutral,wishing
sadness,Hope you get your car today   Hate anything that stops me from my work
neutral,What sports do you like to play ? 
sadness,I couldn`t catch it.
sadness," Oh . I enjoy watching boxing on television , too.What a pity I missed it last night ! "
neutral,
sadness,Cried
sadness, I can ’ t believe it . I guess I ’ ll be here until 10 again tonight . 
worry,
neutral,
neutral,
worry,so sad.
worry,
anger,"Clearly miffed at the failure of their resolution , the Communists opened an attack Thursday on another front , threatening to torpedo the 1997 budget by refusing to take part in the final vote Friday ."
sadness,"He was not overwhelmed with grief for Kit , but evidently his eyes felt otherwise . "
anger,Mad at my dad.
sadness,"` He was depressed and has suffered a great deal of mental anguish . "" "
neutral,
neutral, There is no need to be so frustrated . 
sadness,"Last day in Exeter! Had last session in gym, last breakfast.. last meeting coming up"
sadness,! ur hurting my feelings
neutral,
neutral," Eleven , ... "
neutral,Hang in there. I can be there in about three more hours.
neutral,Yep.
neutral,
neutral,
neutral,
sadness,WALC-ers are you ready to cry? its going to be a long day of reminiscing
neutral, Bye ! 
neutral,Guess I`ll take a nap
sadness,
fear, It's not a cut . It's a gash ! It's bigger than a cut ! Ah ! I need a doctor . 
sadness,restful
sadness,When I think about my parents getting old.
worry,
fear,The weather is very bad (fog and slipperiness) the newcast reports many traffic accidents and my boyfriend is driving home and still has 60 kilometers to go.
sadness,When I heard about the death of somebody I liked very much and I was not present either to see the person or to try to share my emotions with other friends.
neutral,Gmorning
neutral,"ahahah with sandy, bekz, erin and derrian"
neutral,"great,"
neutral,
worry,"the free fillin` app on my ipod is fun, im addicted"
sadness,
neutral,good
neutral,
anger,He felt a wave of exasperation rise within him . 
sadness,
sadness,
neutral,busy
sadness,tired.
worry,I never knew
anger,Ah imagine gettin' stuck to get rolled on to a stretcher
neutral,D`oh...forgot the ferry turns around before going. So much for sitting in the sun. And the other side deck is closed.
anger,"` I still feel quite peeved about it ; well , more than that really . "" "
anger,"Agnes noted with alarm that a pink flush was suffusing Dorothy 's face , a sure sign of temper , and really , thought her loyal assistant , she had every right to be cross under the circumstances . "
anger,Some people were sitting outside and saying things which were not really true.
worry,
neutral,
worry,cold
sadness,Wish
neutral, Me too . 
anger, Sure . You look like you're all black and blue . 
sadness,
neutral,"If the weatherman's predictions are accurate , it should rain tomorrow . "
sadness,"Is your turn , Sir . I ‘ m sorry that you have to wait . Saturday is busy day for us . "
sadness,bye bye South Beach....u never let me down
worry,t`internet on blackberry fooked so no checking of the tweets and whether phill has taken up my request
sadness,Some colleagues decided to go out on a Saturday not inviting me to decide either the place nor the time.
neutral,how sweet
fear,Not afraid of tomorrow for I saw yesterday and I love today #less
sadness, I have been working on it for a whole month and it's too late to write another . Just think of all my hard work that goes for nothing . How could I do such a thing ? 
neutral,I like them.
neutral,
anger," Then , why didn't you try to prevent it in the beginning ? "
worry,My heart has been beating irregularly ever since last night. I don`t want to explode or implode
sadness," It ’ s getting worse . Now he ’ s eating me out of house and home . I ’ Ve tried talking to him but it all goes in one ear and out the other . He makes himself at home , which is fine . But what really gets me is that yesterday he walked into the living room in the raw and I had company over ! That was the last straw . "
sadness,
neutral,Should I ask Sara to the party ? 
anger," We have been together for a year and usually , people who've been together a year , take their vacation together . "
worry,sorry
fear,I found myself involved in a fight in which a person died and I had to intervene with some risk.
sadness,loneliness
sadness,difficulties
neutral," Yes , I am . "
neutral,Driving home after an ok night  Iwish
sadness,
neutral,Beatrice?? I don`t remember his guide
sadness,tired
neutral,
worry,not being nice
fear,Someone frightened me in the dark.
